Participant,Phase,ShotNumber,SelectedTargetID,SelectedTargetPosition,CrosshairPosition,CrosshairRotation,LeftEyePosition,RightEyePosition,CombinedEyePosition,LeftEyeOpen,RightEyeOpen,XRPosition,XRRotation,Hit,Accuracy,DominantEyeForShot,LeftEyeDistanceFromRay,RightEyeDistanceFromRay,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10
7,Calibration,4,Target 9,"(8.20, 2.50, 2.14)","(-0.22, 1.65, 1.46)","(352.59, 87.45, 1.72)","(-0.98, 1.69, 1.46)","(-0.98, 1.69, 1.40)","(-0.98, 1.69, 1.43)",False,True,"(-0.94, 1.69, 1.42)","(356.50, 87.55, 9.10)",True,0.1697986,Right,0.05961407,0.01555383,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Calibration,5,Target 2,"(-9.80, 2.50, 5.88)","(-1.68, 1.67, 1.73)","(354.05, 295.30, 359.33)","(-1.00, 1.69, 1.33)","(-0.96, 1.69, 1.38)","(-0.98, 1.69, 1.35)",False,True,"(-1.04, 1.70, 1.37)","(356.11, 300.84, 5.18)",True,0.2067336,Right,0.04543149,0.01822266,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Calibration,6,Target 5,"(-0.80, 2.50, 11.88)","(-0.98, 1.66, 2.14)","(354.61, 359.10, 358.93)","(-1.04, 1.69, 1.36)","(-0.98, 1.70, 1.34)","(-1.01, 1.69, 1.35)",False,True,"(-1.03, 1.69, 1.37)","(353.69, 358.11, 6.74)",True,0.16797,Right,0.04278692,0.0184296,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Calibration,7,Target 3,"(-7.80, 2.50, 8.88)","(-1.52, 1.63, 1.97)","(348.22, 329.99, 346.51)","(-1.07, 1.69, 1.35)","(-1.02, 1.69, 1.39)","(-1.04, 1.69, 1.37)",False,True,"(-1.07, 1.69, 1.39)","(355.05, 316.34, 6.97)",True,0.4885208,Right,0.08740923,0.04034214,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Calibration,8,Target 5,"(-0.80, 2.50, 11.88)","(-0.95, 1.64, 2.18)","(353.81, 0.49, 358.41)","(-1.05, 1.69, 1.39)","(-0.99, 1.69, 1.39)","(-1.02, 1.69, 1.39)",False,True,"(-1.01, 1.69, 1.41)","(356.52, 359.43, 6.49)",True,0.4937335,Right,0.09694182,0.040986,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Calibration,9,Target 7,"(6.20, 2.50, 8.88)","(-0.38, 1.64, 1.99)","(355.15, 43.24, 2.19)","(-1.03, 1.69, 1.41)","(-0.98, 1.69, 1.38)","(-1.00, 1.69, 1.40)",False,True,"(-0.99, 1.69, 1.42)","(354.51, 41.10, 6.36)",True,0.2543649,Right,0.07539622,0.02311075,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Calibration,10,Target 1,"(-9.80, 2.50, 2.14)","(-1.76, 1.65, 1.48)","(351.22, 276.28, 0.25)","(-1.06, 1.69, 1.34)","(-1.05, 1.69, 1.40)","(-1.06, 1.69, 1.37)",False,True,"(-1.10, 1.69, 1.38)","(357.59, 279.44, 6.48)",True,0.3219897,Right,0.09035312,0.02897973,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Calibration,11,Target 1,"(-9.80, 2.50, 2.14)","(-1.79, 1.64, 1.46)","(356.49, 289.01, 357.29)","(-1.10, 1.69, 1.37)","(-1.04, 1.69, 1.40)","(-1.07, 1.69, 1.39)",False,True,"(-1.04, 1.70, 1.30)","(355.13, 278.80, 6.25)",True,0.4247535,Right,0.03713648,0.01710137,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Calibration,12,Target 4,"(-4.80, 2.50, 10.88)","(-1.28, 1.65, 2.07)","(355.94, 338.13, 1.91)","(-1.01, 1.70, 1.32)","(-0.94, 1.70, 1.31)","(-0.98, 1.70, 1.31)",False,True,"(-1.03, 1.69, 1.37)","(358.14, 335.96, 8.63)",True,0.4280492,Right,0.03653704,0.0320551,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Calibration,13,Target 4,"(-4.80, 2.50, 10.88)","(-1.27, 1.65, 2.08)","(354.52, 335.68, 359.92)","(-1.01, 1.70, 1.32)","(-0.94, 1.70, 1.31)","(-0.98, 1.70, 1.31)",False,True,"(-1.02, 1.69, 1.39)","(356.72, 341.00, 7.00)",True,0.276043,Right,0.04684679,0.02459714,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Calibration,14,Target 7,"(6.20, 2.50, 8.88)","(-0.44, 1.64, 1.95)","(352.09, 42.58, 2.45)","(-1.05, 1.69, 1.41)","(-1.01, 1.69, 1.36)","(-1.03, 1.69, 1.38)",False,True,"(-1.03, 1.69, 1.39)","(350.39, 44.80, 7.50)",True,0.2497092,Right,0.06890813,0.02187989,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Calibration,15,Target 3,"(-7.80, 2.50, 8.88)","(-1.50, 1.64, 1.97)","(353.31, 315.97, 0.44)","(-1.03, 1.68, 1.38)","(-0.99, 1.69, 1.42)","(-1.01, 1.68, 1.40)",False,True,"(-1.04, 1.69, 1.40)","(356.32, 318.36, 6.81)",True,0.2746364,Right,0.05855569,0.0225456,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Calibration,16,Target 5,"(-0.80, 2.50, 11.88)","(-0.99, 1.66, 2.17)","(354.64, 359.34, 0.23)","(-1.05, 1.69, 1.38)","(-0.98, 1.69, 1.38)","(-1.02, 1.69, 1.38)",False,True,"(-1.03, 1.69, 1.39)","(353.20, 358.15, 7.64)",True,0.2361878,Right,0.04571969,0.01957244,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Calibration,17,Target 1,"(-9.80, 2.50, 2.14)","(-1.76, 1.64, 1.49)","(353.50, 272.14, 358.18)","(-1.04, 1.69, 1.35)","(-1.02, 1.69, 1.42)","(-1.03, 1.69, 1.38)",False,True,"(-1.08, 1.70, 1.39)","(352.74, 279.21, 2.06)",True,0.2632238,Right,0.07792494,0.02450493,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Calibration,18,Target 6,"(3.20, 2.50, 10.88)","(-0.67, 1.66, 2.14)","(355.17, 20.68, 359.14)","(-1.01, 1.69, 1.41)","(-0.96, 1.69, 1.38)","(-0.99, 1.69, 1.40)",False,True,"(-1.01, 1.69, 1.44)","(350.24, 23.76, 9.92)",True,0.1984869,Right,0.01684733,0.04648061,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Calibration,19,Target 1,"(-9.80, 2.50, 2.14)","(-1.77, 1.64, 1.47)","(355.67, 272.18, 0.10)","(-1.06, 1.69, 1.34)","(-1.04, 1.70, 1.40)","(-1.05, 1.70, 1.37)",False,True,"(-1.09, 1.68, 1.36)","(1.53, 278.53, 6.72)",True,0.3464613,Right,0.07458388,0.03210803,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Calibration,20,Target 9,"(8.20, 2.50, 2.14)","(-0.13, 1.63, 1.46)","(356.03, 84.58, 357.82)","(-1.02, 1.69, 1.42)","(-1.01, 1.69, 1.36)","(-1.02, 1.69, 1.39)",False,True,"(-0.97, 1.68, 1.44)","(354.74, 82.30, 4.39)",True,0.4350178,Right,0.04700319,0.03648076,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Cyclopean,1,Target 3,"(-7.80, 2.50, 8.88)","(-1.51, 1.65, 1.98)","(353.25, 318.45, 3.07)","(-1.02, 1.69, 1.36)","(-0.97, 1.69, 1.40)","(-0.99, 1.69, 1.38)",False,True,"(-1.02, 1.69, 1.38)","(355.15, 315.60, 5.11)",False,0.2697592,Cyclopean,0.05405103,0.01224672,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Cyclopean,2,Target 6,"(3.20, 2.50, 10.88)","(-0.64, 1.65, 2.12)","(354.42, 22.39, 358.29)","(-1.01, 1.70, 1.40)","(-0.96, 1.69, 1.36)","(-0.98, 1.69, 1.38)",False,True,"(-1.00, 1.69, 1.42)","(357.72, 21.00, 5.69)",False,0.2706963,Cyclopean,0.04896788,0.02495784,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Cyclopean,3,Target 5,"(-0.80, 2.50, 11.88)","(-0.99, 1.65, 2.19)","(355.26, 359.41, 2.94)","(-1.01, 1.70, 1.40)","(-0.96, 1.69, 1.36)","(-0.98, 1.69, 1.38)",False,True,"(-1.03, 1.69, 1.43)","(359.45, 356.30, 5.97)",False,0.3466874,Cyclopean,0.02474217,0.04966671,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Cyclopean,4,Target 9,"(8.20, 2.50, 2.14)","(-0.10, 1.64, 1.44)","(355.46, 86.23, 0.61)","(-0.98, 1.68, 1.44)","(-0.98, 1.68, 1.37)","(-0.98, 1.68, 1.40)",False,True,"(-0.93, 1.69, 1.40)","(356.99, 80.82, 5.15)",True,0.3340454,Cyclopean,0.0666487,0.009125103,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Cyclopean,5,Target 7,"(6.20, 2.50, 8.88)","(-0.38, 1.64, 1.98)","(355.12, 43.80, 0.52)","(-0.98, 1.68, 1.44)","(-0.98, 1.68, 1.37)","(-0.98, 1.68, 1.40)",False,True,"(-0.95, 1.68, 1.42)","(1.18, 37.47, 6.31)",False,0.4262165,Cyclopean,0.06092113,0.01588245,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Cyclopean,6,Target 5,"(-0.80, 2.50, 11.88)","(-0.95, 1.64, 2.19)","(355.08, 1.65, 0.22)","(-0.98, 1.68, 1.44)","(-0.98, 1.68, 1.37)","(-0.98, 1.68, 1.40)",False,True,"(-1.00, 1.68, 1.41)","(0.57, 356.95, 6.05)",True,0.2788866,Cyclopean,0.02656364,0.01924112,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Cyclopean,7,Target 4,"(-4.80, 2.50, 10.88)","(-1.27, 1.65, 2.12)","(354.56, 336.05, 0.42)","(-0.98, 1.68, 1.44)","(-0.98, 1.68, 1.37)","(-0.98, 1.68, 1.40)",False,True,"(-1.02, 1.69, 1.40)","(358.96, 336.33, 5.32)",False,0.09851567,Cyclopean,0.01653742,0.006362142,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Cyclopean,8,Target 7,"(6.20, 2.50, 8.88)","(-0.38, 1.64, 1.99)","(353.99, 41.68, 1.92)","(-0.99, 1.69, 1.41)","(-0.95, 1.69, 1.36)","(-0.97, 1.69, 1.39)",False,True,"(-0.95, 1.69, 1.43)","(355.46, 37.38, 4.28)",False,0.1889071,Cyclopean,0.04096021,0.02965054,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Cyclopean,9,Target 5,"(-0.80, 2.50, 11.88)","(-0.97, 1.64, 2.19)","(356.16, 358.94, 359.63)","(-1.03, 1.69, 1.40)","(-0.97, 1.69, 1.40)","(-1.00, 1.69, 1.40)",False,True,"(-1.01, 1.69, 1.42)","(357.84, 354.79, 5.99)",False,0.3175353,Cyclopean,0.05160109,0.02694086,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Cyclopean,10,Target 9,"(8.20, 2.50, 2.14)","(-0.08, 1.65, 1.42)","(356.62, 88.91, 356.65)","(-0.94, 1.69, 1.41)","(-0.93, 1.69, 1.34)","(-0.94, 1.69, 1.37)",False,True,"(-0.89, 1.69, 1.38)","(355.54, 80.57, 2.07)",True,0.3258698,Cyclopean,0.06556,0.005118148,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Cyclopean,11,Target 4,"(-4.80, 2.50, 10.88)","(-1.42, 1.63, 2.17)","(0.73, 339.94, 353.65)","(-1.07, 1.69, 1.38)","(-1.01, 1.69, 1.41)","(-1.04, 1.69, 1.39)",False,True,"(-1.08, 1.69, 1.40)","(352.96, 328.08, 4.94)",False,0.8552088,Cyclopean,0.0510987,0.110622,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Cyclopean,12,Target 3,"(-7.80, 2.50, 8.88)","(-1.54, 1.64, 2.00)","(357.54, 317.84, 0.67)","(-1.05, 1.68, 1.37)","(-1.01, 1.68, 1.41)","(-1.03, 1.68, 1.39)",True,True,"(-1.05, 1.68, 1.41)","(0.45, 317.55, 3.59)",True,0.4052399,Cyclopean,0.06486652,0.01704401,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Cyclopean,13,Target 3,"(-7.80, 2.50, 8.88)","(-1.51, 1.62, 1.99)","(358.90, 317.95, 1.31)","(-1.04, 1.69, 1.34)","(-0.99, 1.69, 1.38)","(-1.02, 1.69, 1.36)",True,True,"(-1.04, 1.68, 1.38)","(358.84, 320.52, 4.04)",False,0.8462479,Cyclopean,0.1016159,0.04972905,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Cyclopean,14,Target 9,"(8.20, 2.50, 2.14)","(-0.06, 1.64, 1.43)","(357.94, 86.81, 359.97)","(-0.98, 1.69, 1.41)","(-0.96, 1.69, 1.35)","(-0.97, 1.69, 1.38)",False,True,"(-0.92, 1.69, 1.40)","(356.39, 84.83, 3.06)",False,0.2845571,Cyclopean,0.05923667,0.01952382,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Cyclopean,15,Target 2,"(-9.80, 2.50, 5.88)","(-1.77, 1.64, 1.79)","(14.51, 294.94, 0.55)","(-1.09, 1.69, 1.37)","(-1.06, 1.69, 1.42)","(-1.07, 1.69, 1.40)",False,True,"(-1.09, 1.69, 1.40)","(358.84, 302.37, 3.47)",True,0.3959472,Cyclopean,0.06198626,0.02509989,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Cyclopean,16,Target 9,"(8.20, 2.50, 2.14)","(0.05, 1.64, 1.40)","(359.98, 88.94, 1.37)","(-0.90, 1.69, 1.34)","(-0.91, 1.68, 1.28)","(-0.90, 1.68, 1.31)",False,True,"(-0.83, 1.68, 1.35)","(359.88, 88.14, 0.37)",True,0.05313458,Cyclopean,0.03356215,0.02901262,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Cyclopean,17,Target 4,"(-4.80, 2.50, 10.88)","(-1.48, 1.64, 2.21)","(5.50, 340.53, 11.97)","(-1.03, 1.69, 1.37)","(-0.97, 1.69, 1.39)","(-1.00, 1.69, 1.38)",False,True,"(-1.02, 1.69, 1.40)","(355.37, 332.81, 3.07)",False,1.405849,Cyclopean,0.1161756,0.1786433,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Cyclopean,18,Target 6,"(3.20, 2.50, 10.88)","(-0.61, 1.64, 2.14)","(354.33, 21.28, 2.30)","(-0.99, 1.69, 1.39)","(-0.95, 1.69, 1.34)","(-0.97, 1.69, 1.37)",False,True,"(-0.98, 1.69, 1.41)","(356.27, 20.97, 3.59)",False,0.2891915,Cyclopean,0.05147399,0.02040669,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Cyclopean,19,Target 6,"(3.20, 2.50, 10.88)","(-0.61, 1.65, 2.11)","(356.10, 21.66, 358.36)","(-0.99, 1.69, 1.39)","(-0.95, 1.69, 1.34)","(-0.97, 1.69, 1.37)",False,True,"(-0.97, 1.70, 1.39)","(354.91, 25.39, 1.20)",True,0.3994695,Cyclopean,0.06376737,0.009357088,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Cyclopean,20,Target 9,"(8.20, 2.50, 2.14)","(-0.05, 1.65, 1.44)","(355.36, 87.63, 0.12)","(-0.95, 1.69, 1.42)","(-0.94, 1.69, 1.36)","(-0.95, 1.69, 1.39)",False,True,"(-0.91, 1.69, 1.40)","(355.94, 80.71, 1.13)",False,0.2768009,Cyclopean,0.06199421,0.005797843,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Dominant,1,Target 1,"(-9.80, 2.50, 2.14)","(-1.74, 1.63, 1.42)","(353.96, 276.07, 359.57)","(-0.98, 1.69, 1.28)","(-0.96, 1.69, 1.34)","(-0.97, 1.69, 1.31)",False,True,"(-1.02, 1.69, 1.32)","(359.43, 277.89, 4.21)",True,0.3777219,Right,0.07910849,0.03730422,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Dominant,2,Target 7,"(6.20, 2.50, 8.88)","(-0.34, 1.64, 1.96)","(355.39, 43.63, 3.17)","(-1.00, 1.69, 1.37)","(-0.95, 1.69, 1.33)","(-0.98, 1.69, 1.35)",False,True,"(-0.94, 1.68, 1.39)","(359.67, 43.93, 3.59)",True,0.1999263,Right,0.0754301,0.01856516,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Dominant,3,Target 3,"(-7.80, 2.50, 8.88)","(-1.54, 1.65, 1.94)","(354.69, 317.38, 3.36)","(-1.03, 1.68, 1.32)","(-0.98, 1.68, 1.36)","(-1.01, 1.68, 1.34)",False,True,"(-1.05, 1.68, 1.35)","(359.16, 312.09, 4.85)",True,0.3221574,Right,0.03520216,0.02797198,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Dominant,4,Target 5,"(-0.80, 2.50, 11.88)","(-0.93, 1.65, 2.15)","(355.62, 359.68, 0.10)","(-1.02, 1.69, 1.34)","(-0.96, 1.69, 1.34)","(-0.99, 1.69, 1.34)",False,True,"(-0.98, 1.69, 1.37)","(357.50, 2.01, 2.84)",True,0.2744113,Right,0.08189617,0.02300906,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Dominant,5,Target 6,"(3.20, 2.50, 10.88)","(-0.62, 1.65, 2.09)","(354.20, 23.04, 2.80)","(-1.02, 1.69, 1.34)","(-0.96, 1.69, 1.34)","(-0.99, 1.69, 1.34)",False,True,"(-0.97, 1.69, 1.38)","(358.12, 21.71, 3.79)",True,0.2684743,Right,0.07356356,0.02331415,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Dominant,6,Target 2,"(-9.80, 2.50, 5.88)","(-1.66, 1.65, 1.71)","(354.34, 297.28, 2.56)","(-1.01, 1.69, 1.31)","(-0.97, 1.69, 1.36)","(-0.99, 1.69, 1.33)",False,True,"(-1.03, 1.69, 1.33)","(0.11, 296.65, 6.66)",True,0.1520597,Right,0.05702626,0.01302104,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Dominant,7,Target 7,"(6.20, 2.50, 8.88)","(-0.37, 1.65, 1.97)","(354.46, 45.60, 3.59)","(-0.98, 1.69, 1.39)","(-0.95, 1.68, 1.33)","(-0.97, 1.69, 1.36)",False,True,"(-0.94, 1.68, 1.40)","(359.80, 38.96, 3.71)",True,0.2937545,Right,0.03779721,0.02656312,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Dominant,8,Target 5,"(-0.80, 2.50, 11.88)","(-0.98, 1.65, 2.17)","(355.09, 0.94, 2.84)","(-1.02, 1.69, 1.36)","(-0.96, 1.69, 1.36)","(-0.99, 1.69, 1.36)",False,True,"(-0.99, 1.68, 1.38)","(1.11, 350.06, 6.53)",True,0.4656054,Right,0.02565527,0.03946272,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Dominant,9,Target 1,"(-9.80, 2.50, 2.14)","(-1.71, 1.65, 1.42)","(354.78, 274.01, 2.03)","(-0.98, 1.68, 1.29)","(-0.96, 1.69, 1.35)","(-0.97, 1.69, 1.32)",False,True,"(-1.02, 1.68, 1.32)","(2.81, 280.54, 5.12)",True,0.09211179,Right,0.06352301,0.008633092,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Dominant,10,Target 7,"(6.20, 2.50, 8.88)","(-0.37, 1.64, 1.96)","(358.98, 42.62, 1.14)","(-1.02, 1.69, 1.32)","(-0.96, 1.69, 1.32)","(-0.99, 1.69, 1.32)",False,True,"(-0.96, 1.68, 1.38)","(0.50, 40.72, 5.40)",True,0.2174502,Right,0.03819391,0.02027396,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Dominant,11,Target 5,"(-0.80, 2.50, 11.88)","(-0.95, 1.65, 2.13)","(358.25, 0.97, 1.08)","(-1.02, 1.69, 1.32)","(-0.96, 1.69, 1.32)","(-0.99, 1.69, 1.32)",False,True,"(-1.00, 1.68, 1.36)","(2.12, 0.74, 5.78)",True,0.1095079,Right,0.06256189,0.00922117,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
7,Dominant,12,Target 4,"(-4.80, 2.50, 10.88)","(-1.26, 1.65, 2.07)","(357.93, 338.76, 0.63)","(-1.02, 1.69, 1.32)","(-0.96, 1.69, 1.32)","(-0.99, 1.69, 1.32)",False,True,"(-1.01, 1.67, 1.36)","(3.68, 339.73, 5.73)",True,0.1125763,Right,0.05995251,0.009669242,7,21,Male,I use a VR device on a monthly basis,"Mild visual impairment, corrected with contact lenses",Weekly,Right,"In the second round (cyclopean), I was hitting shots without trying",None at all,"In the second round (cyclopean), opening both eyes helped "
